,Region,Antal,/100 000 inv,Date,Location,Snow_days
28744,Västernorrlands län,19,7,1997-03,Gåltjärn,3
28745,Västernorrlands län,19,7,1997-03,Hattsjöbäcken D,30
28746,Västernorrlands län,19,7,1997-03,Härnösand,23
28747,Västernorrlands län,19,7,1997-03,Kramfors,2
28748,Västernorrlands län,19,7,1997-03,Kölsillre,2
28749,Västernorrlands län,19,7,1997-03,Multrå D,2
28750,Västernorrlands län,19,7,1997-03,Myckelgensjö,1
28751,Västernorrlands län,19,7,1997-03,Nora-Östanö D,1
28752,Västernorrlands län,19,7,1997-03,Näsåker,10
28753,Västernorrlands län,19,7,1997-03,Resele,2
28754,Västernorrlands län,19,7,1997-03,Sidsjö D,2
28755,Västernorrlands län,19,7,1997-03,Södersel D,31
28756,Västernorrlands län,19,7,1997-03,Ullånger,31
28757,Västernorrlands län,19,7,1997-03,Ånge-Parteboda D,3
28758,Västernorrlands län,19,7,1997-03,Örnsköldsvik,2
28759,Västernorrlands län,17,7,1997-11,Gåltjärn,1
28760,Västernorrlands län,17,7,1997-11,Hattsjöbäcken D,10
28761,Västernorrlands län,17,7,1997-11,Härnösand,7
28762,Västernorrlands län,17,7,1997-11,Kramfors,1
28763,Västernorrlands län,17,7,1997-11,Kölsillre,4
28764,Västernorrlands län,17,7,1997-11,Multrå D,0
28765,Västernorrlands län,17,7,1997-11,Myckelgensjö,2
28766,Västernorrlands län,17,7,1997-11,Nora-Östanö D,2
28767,Västernorrlands län,17,7,1997-11,Nordanås,2
28768,Västernorrlands län,17,7,1997-11,Näsåker,3
28769,Västernorrlands län,17,7,1997-11,Sidsjö D,1
28770,Västernorrlands län,17,7,1997-11,Sollefteå,1
28771,Västernorrlands län,17,7,1997-11,Södersel D,22
28772,Västernorrlands län,17,7,1997-11,Ullånger,24
28773,Västernorrlands län,17,7,1997-11,Älgarås D,0
28774,Västernorrlands län,17,7,1997-11,Ånge-Parteboda D,2
28775,Västernorrlands län,17,7,1997-11,Örnsköldsvik,1
28776,Västernorrlands län,19,7,1997-12,Berg,2
28777,Västernorrlands län,19,7,1997-12,Gåltjärn,3
28778,Västernorrlands län,19,7,1997-12,Hattsjöbäcken D,8
28779,Västernorrlands län,19,7,1997-12,Härnösand,31
28780,Västernorrlands län,19,7,1997-12,Kramfors,2
28781,Västernorrlands län,19,7,1997-12,Kölsillre,2
28782,Västernorrlands län,19,7,1997-12,Multrå D,1
28783,Västernorrlands län,19,7,1997-12,Myckelgensjö,1
28784,Västernorrlands län,19,7,1997-12,Nora-Östanö D,1
28785,Västernorrlands län,19,7,1997-12,Nordanås,2
28786,Västernorrlands län,19,7,1997-12,Näsåker,5
28787,Västernorrlands län,19,7,1997-12,Resele,2
28788,Västernorrlands län,19,7,1997-12,Sidsjö D,3
28789,Västernorrlands län,19,7,1997-12,Södersel D,28
28790,Västernorrlands län,19,7,1997-12,Ullånger,31
28791,Västernorrlands län,19,7,1997-12,Älgarås D,2
28792,Västernorrlands län,19,7,1997-12,Ånge-Parteboda D,2
28793,Västernorrlands län,19,7,1997-12,Örnsköldsvik,2
28794,Västernorrlands län,18,7,2000-01,Berg,2
28795,Västernorrlands län,18,7,2000-01,Härnösand,25
28796,Västernorrlands län,18,7,2000-01,Kramfors,2
28797,Västernorrlands län,18,7,2000-01,Kölsillre,2
28798,Västernorrlands län,18,7,2000-01,Multrå D,6
28799,Västernorrlands län,18,7,2000-01,Myckelgensjö,1
28800,Västernorrlands län,18,7,2000-01,Nora-Östanö D,2
28801,Västernorrlands län,18,7,2000-01,Nordanås,2
28802,Västernorrlands län,18,7,2000-01,Näsåker,8
28803,Västernorrlands län,18,7,2000-01,Resele,2
28804,Västernorrlands län,18,7,2000-01,Sidsjö D,30
28805,Västernorrlands län,18,7,2000-01,Sollefteå,2
28806,Västernorrlands län,18,7,2000-01,Södersel D,31
28807,Västernorrlands län,18,7,2000-01,Ullånger,9
28808,Västernorrlands län,18,7,2000-01,Ånge-Parteboda D,2
28809,Västernorrlands län,18,7,2000-01,Örnsköldsvik,2
28810,Västernorrlands län,18,7,2002-03,Berg,1
28811,Västernorrlands län,18,7,2002-03,Gåltjärn,2
28812,Västernorrlands län,18,7,2002-03,Härnösand,31
28813,Västernorrlands län,18,7,2002-03,Kramfors,1
28814,Västernorrlands län,18,7,2002-03,Kölsillre,1
28815,Västernorrlands län,18,7,2002-03,Multrå D,2
28816,Västernorrlands län,18,7,2002-03,Myckelgensjö,1
28817,Västernorrlands län,18,7,2002-03,Nora-Östanö D,2
28818,Västernorrlands län,18,7,2002-03,Nordanås,2
28819,Västernorrlands län,18,7,2002-03,Näsåker,1
28820,Västernorrlands län,18,7,2002-03,Resele,3
28821,Västernorrlands län,18,7,2002-03,Sidsjö D,2
28822,Västernorrlands län,18,7,2002-03,Södersel D,31
28823,Västernorrlands län,18,7,2002-03,Ullånger,2
28824,Västernorrlands län,18,7,2002-03,Älgarås D,1
28825,Västernorrlands län,18,7,2002-03,Ånge-Parteboda D,2
28826,Västernorrlands län,18,7,2002-03,Örnsköldsvik,1
28827,Västernorrlands län,16,7,2003-02,Berg,3
28828,Västernorrlands län,16,7,2003-02,Gåltjärn,2
28829,Västernorrlands län,16,7,2003-02,Härnösand,28
28830,Västernorrlands län,16,7,2003-02,Kramfors,2
28831,Västernorrlands län,16,7,2003-02,Kölsillre,0
28832,Västernorrlands län,16,7,2003-02,Multrå D,3
28833,Västernorrlands län,16,7,2003-02,Myckelgensjö,2
28834,Västernorrlands län,16,7,2003-02,Nora-Östanö D,2
28835,Västernorrlands län,16,7,2003-02,Nordanås,2
28836,Västernorrlands län,16,7,2003-02,Näsåker,1
28837,Västernorrlands län,16,7,2003-02,Resele,3
28838,Västernorrlands län,16,7,2003-02,Sidsjö D,4
28839,Västernorrlands län,16,7,2003-02,Sollefteå,1
28840,Västernorrlands län,16,7,2003-02,Södersel D,26
28841,Västernorrlands län,16,7,2003-02,Ullånger,3
28842,Västernorrlands län,16,7,2003-02,Älgarås D,3
28843,Västernorrlands län,16,7,2003-02,Ånge-Parteboda D,2
28844,Västernorrlands län,16,7,2003-02,Örnsköldsvik,1
28845,Västernorrlands län,18,7,2005-03,Berg,18
28846,Västernorrlands län,18,7,2005-03,Gåltjärn,2
28847,Västernorrlands län,18,7,2005-03,Härnösand,26
28848,Västernorrlands län,18,7,2005-03,Kramfors,1
28849,Västernorrlands län,18,7,2005-03,Kölsillre,25
28850,Västernorrlands län,18,7,2005-03,Multrå D,2
28851,Västernorrlands län,18,7,2005-03,Myckelgensjö,25
28852,Västernorrlands län,18,7,2005-03,Nora-Östanö D,27
28853,Västernorrlands län,18,7,2005-03,Nordanås,28
28854,Västernorrlands län,18,7,2005-03,Näsåker,2
28855,Västernorrlands län,18,7,2005-03,Resele,27
28856,Västernorrlands län,18,7,2005-03,Sidsjö D,20
28857,Västernorrlands län,18,7,2005-03,Sollefteå,28
28858,Västernorrlands län,18,7,2005-03,Södersel D,31
28859,Västernorrlands län,18,7,2005-03,Ullånger,31
28860,Västernorrlands län,18,7,2005-03,Älgarås D,19
28861,Västernorrlands län,18,7,2005-03,Ånge-Parteboda D,27
28862,Västernorrlands län,18,7,2005-03,Örnsköldsvik,26
28863,Västernorrlands län,18,7,2005-12,Berg,16
28864,Västernorrlands län,18,7,2005-12,Gåltjärn,31
28865,Västernorrlands län,18,7,2005-12,Hattsjöbäcken D,23
28866,Västernorrlands län,18,7,2005-12,Härnösand,21
28867,Västernorrlands län,18,7,2005-12,Kramfors,1
28868,Västernorrlands län,18,7,2005-12,Kölsillre,31
28869,Västernorrlands län,18,7,2005-12,Multrå D,1
28870,Västernorrlands län,18,7,2005-12,Myckelgensjö,29
28871,Västernorrlands län,18,7,2005-12,Nora-Östanö D,19
28872,Västernorrlands län,18,7,2005-12,Nordanås,30
28873,Västernorrlands län,18,7,2005-12,Näsåker,3
28874,Västernorrlands län,18,7,2005-12,Resele,27
28875,Västernorrlands län,18,7,2005-12,Sidsjö D,22
28876,Västernorrlands län,18,7,2005-12,Sollefteå,27
28877,Västernorrlands län,18,7,2005-12,Södersel D,31
28878,Västernorrlands län,18,7,2005-12,Ullånger,17
28879,Västernorrlands län,18,7,2005-12,Älgarås D,13
28880,Västernorrlands län,18,7,2005-12,Ånge-Parteboda D,23
28881,Västernorrlands län,18,7,2005-12,Örnsköldsvik,14
28882,Västernorrlands län,18,7,2006-02,Berg,28
28883,Västernorrlands län,18,7,2006-02,Gåltjärn,28
28884,Västernorrlands län,18,7,2006-02,Hattsjöbäcken D,28
28885,Västernorrlands län,18,7,2006-02,Härnösand,25
28886,Västernorrlands län,18,7,2006-02,Kramfors,2
28887,Västernorrlands län,18,7,2006-02,Kölsillre,28
28888,Västernorrlands län,18,7,2006-02,Multrå D,2
28889,Västernorrlands län,18,7,2006-02,Myckelgensjö,28
28890,Västernorrlands län,18,7,2006-02,Nora-Östanö D,28
28891,Västernorrlands län,18,7,2006-02,Nordanås,28
28892,Västernorrlands län,18,7,2006-02,Näsåker,3
28893,Västernorrlands län,18,7,2006-02,Resele,28
28894,Västernorrlands län,18,7,2006-02,Sidsjö D,19
28895,Västernorrlands län,18,7,2006-02,Sollefteå,12
28896,Västernorrlands län,18,7,2006-02,Södersel D,28
28897,Västernorrlands län,18,7,2006-02,Ullånger,19
28898,Västernorrlands län,18,7,2006-02,Älgarås D,28
28899,Västernorrlands län,18,7,2006-02,Ånge-Parteboda D,13
28900,Västernorrlands län,18,7,2006-02,Örnsköldsvik,28
28901,Västernorrlands län,18,7,2007-10,Bredbyn D,0
28902,Västernorrlands län,18,7,2007-10,Gåltjärn,1
28903,Västernorrlands län,18,7,2007-10,Hattsjöbäcken D,1
28904,Västernorrlands län,18,7,2007-10,Kramfors,0
28905,Västernorrlands län,18,7,2007-10,Kölsillre,2
28906,Västernorrlands län,18,7,2007-10,Myckelgensjö,2
28907,Västernorrlands län,18,7,2007-10,Resele,0
28908,Västernorrlands län,18,7,2007-10,Sollefteå,0
28909,Västernorrlands län,18,7,2007-10,Södersel D,2
28910,Västernorrlands län,18,7,2007-10,Ullånger,0
28911,Västernorrlands län,18,7,2007-10,Ånge-Parteboda D,1
28912,Västernorrlands län,16,7,2008-11,Berg,0
28913,Västernorrlands län,16,7,2008-11,Bredbyn D,15
28914,Västernorrlands län,16,7,2008-11,Gåltjärn,16
28915,Västernorrlands län,16,7,2008-11,Hattsjöbäcken D,15
28916,Västernorrlands län,16,7,2008-11,Härnösand,15
28917,Västernorrlands län,16,7,2008-11,Kramfors,2
28918,Västernorrlands län,16,7,2008-11,Kölsillre,16
28919,Västernorrlands län,16,7,2008-11,Myckelgensjö,17
28920,Västernorrlands län,16,7,2008-11,Nora-Östanö D,15
28921,Västernorrlands län,16,7,2008-11,Nordanås,7
28922,Västernorrlands län,16,7,2008-11,Näsåker,15
28923,Västernorrlands län,16,7,2008-11,Resele,11
28924,Västernorrlands län,16,7,2008-11,Sollefteå,15
28925,Västernorrlands län,16,7,2008-11,Södersel D,16
28926,Västernorrlands län,16,7,2008-11,Ullånger,11
28927,Västernorrlands län,16,7,2008-11,Älgarås D,7
28928,Västernorrlands län,16,7,2008-11,Ånge-Parteboda D,10
28929,Västernorrlands län,16,7,2008-11,Örnsköldsvik,15
28930,Västernorrlands län,16,7,2012-01,Berg,18
28931,Västernorrlands län,16,7,2012-01,Bredbyn D,31
28932,Västernorrlands län,16,7,2012-01,Gåltjärn,31
28933,Västernorrlands län,16,7,2012-01,Hattsjöbäcken D,31
28934,Västernorrlands län,16,7,2012-01,Härnösand,28
28935,Västernorrlands län,16,7,2012-01,Kramfors,2
28936,Västernorrlands län,16,7,2012-01,Kölsillre,31
28937,Västernorrlands län,16,7,2012-01,Multrå D,6
28938,Västernorrlands län,16,7,2012-01,Myckelgensjö,30
28939,Västernorrlands län,16,7,2012-01,Nora-Östanö D,29
28940,Västernorrlands län,16,7,2012-01,Nordanås,31
28941,Västernorrlands län,16,7,2012-01,Näsåker,31
28942,Västernorrlands län,16,7,2012-01,Resele,30
28943,Västernorrlands län,16,7,2012-01,Sidsjö D,21
28944,Västernorrlands län,16,7,2012-01,Sollefteå,29
28945,Västernorrlands län,16,7,2012-01,Södersel D,31
28946,Västernorrlands län,16,7,2012-01,Ullånger,27
28947,Västernorrlands län,16,7,2012-01,Älgarås D,15
28948,Västernorrlands län,16,7,2012-01,Ånge-Parteboda D,26
28949,Västernorrlands län,16,7,2012-01,Örnsköldsvik,28
28950,Västernorrlands län,17,7,2013-01,Berg,18
28951,Västernorrlands län,17,7,2013-01,Bredbyn D,31
28952,Västernorrlands län,17,7,2013-01,Gåltjärn,31
28953,Västernorrlands län,17,7,2013-01,Hattsjöbäcken D,31
28954,Västernorrlands län,17,7,2013-01,Härnösand,31
28955,Västernorrlands län,17,7,2013-01,Kramfors,1
28956,Västernorrlands län,17,7,2013-01,Kölsillre,31
28957,Västernorrlands län,17,7,2013-01,Myckelgensjö,30
28958,Västernorrlands län,17,7,2013-01,Nora-Östanö D,31
28959,Västernorrlands län,17,7,2013-01,Nordanås,31
28960,Västernorrlands län,17,7,2013-01,Näsåker,28
28961,Västernorrlands län,17,7,2013-01,Resele,30
28962,Västernorrlands län,17,7,2013-01,Sidsjö D,21
28963,Västernorrlands län,17,7,2013-01,Sollefteå,30
28964,Västernorrlands län,17,7,2013-01,Södersel D,31
28965,Västernorrlands län,17,7,2013-01,Ullånger,27
28966,Västernorrlands län,17,7,2013-01,Älgarås D,22
28967,Västernorrlands län,17,7,2013-01,Ånge-Parteboda D,18
28968,Västernorrlands län,17,7,2013-01,Örnsköldsvik,31
28969,Västernorrlands län,16,7,2014-01,Bredbyn D,16
28970,Västernorrlands län,16,7,2014-01,Gåltjärn,25
28971,Västernorrlands län,16,7,2014-01,Hattsjöbäcken D,21
28972,Västernorrlands län,16,7,2014-01,Härnösand,22
28973,Västernorrlands län,16,7,2014-01,Kramfors,2
28974,Västernorrlands län,16,7,2014-01,Kölsillre,25
28975,Västernorrlands län,16,7,2014-01,Multrå D,15
28976,Västernorrlands län,16,7,2014-01,Myckelgensjö,24
28977,Västernorrlands län,16,7,2014-01,Nora-Östanö D,20
28978,Västernorrlands län,16,7,2014-01,Nordanås,31
28979,Västernorrlands län,16,7,2014-01,Näsåker,22
28980,Västernorrlands län,16,7,2014-01,Resele,24
28981,Västernorrlands län,16,7,2014-01,Sidsjö D,16
28982,Västernorrlands län,16,7,2014-01,Sollefteå,17
28983,Västernorrlands län,16,7,2014-01,Södersel D,31
28984,Västernorrlands län,16,7,2014-01,Ullånger,22
28985,Västernorrlands län,16,7,2014-01,Älgarås D,20
28986,Västernorrlands län,16,7,2014-01,Ånge-Parteboda D,11
28987,Västernorrlands län,16,7,2014-01,Örnsköldsvik,20
28988,Västmanlands län,19,7,1995-11,Fågelsjö D,0
28989,Västmanlands län,19,7,1995-11,Holmbo D,0
28990,Västmanlands län,19,7,1995-11,Kolsva D,0
28991,Västmanlands län,19,7,1995-11,Lillhamra D,0
28992,Västmanlands län,19,7,1995-11,Norberg,0
28993,Västmanlands län,19,7,1995-11,Riddarhyttan,0
28994,Västmanlands län,19,7,1995-11,Sala,2
28995,Västmanlands län,19,7,2011-02,Frändesta,1
28996,Västmanlands län,19,7,2011-02,Fågelsjö D,28
28997,Västmanlands län,19,7,2011-02,Holmbo D,24
28998,Västmanlands län,19,7,2011-02,Kolsva D,28
28999,Västmanlands län,19,7,2011-02,Lillhamra D,28
29000,Västmanlands län,19,7,2011-02,Norberg,7
29001,Västmanlands län,19,7,2011-02,Sala,28
29002,Västmanlands län,19,7,2011-02,Västerås,28
29003,Västra Götalands län,112,7,1996-02,Alingsås D,0
29004,Västra Götalands län,112,7,1996-02,Bengtsfors,1
29005,Västra Götalands län,112,7,1996-02,Bollebygd,0
29006,Västra Götalands län,112,7,1996-02,Borås,29
29007,Västra Götalands län,112,7,1996-02,Bäckefors,0
29008,Västra Götalands län,112,7,1996-02,Djursätra,0
29009,Västra Götalands län,112,7,1996-02,Falköping-Valtorp D,0
29010,Västra Götalands län,112,7,1996-02,Gendalen,25
29011,Västra Götalands län,112,7,1996-02,Grebbeshult,4
29012,Västra Götalands län,112,7,1996-02,Gräsås D,0
29013,Västra Götalands län,112,7,1996-02,Gullspång,0
29014,Västra Götalands län,112,7,1996-02,Heden,9
29015,Västra Götalands län,112,7,1996-02,Henån,0
29016,Västra Götalands län,112,7,1996-02,Hid D,0
29017,Västra Götalands län,112,7,1996-02,Hjo,0
29018,Västra Götalands län,112,7,1996-02,Häggårda,0
29019,Västra Götalands län,112,7,1996-02,Kilagården,13
29020,Västra Götalands län,112,7,1996-02,Kindsboda,0
29021,Västra Götalands län,112,7,1996-02,Kisa D,0
29022,Västra Götalands län,112,7,1996-02,Kållered D,0
29023,Västra Götalands län,112,7,1996-02,Lidköping,0
29024,Västra Götalands län,112,7,1996-02,Lysekil D,0
29025,Västra Götalands län,112,7,1996-02,Nornäs D,0
29026,Västra Götalands län,112,7,1996-02,Remningstorp,28
29027,Västra Götalands län,112,7,1996-02,Skövde,28
29028,Västra Götalands län,112,7,1996-02,Såtenäs,6
29029,Västra Götalands län,112,7,1996-02,Traneberg,0
29030,Västra Götalands län,112,7,1996-02,Trökörna,0
29031,Västra Götalands län,112,7,1996-02,Uddevalla D,0
29032,Västra Götalands län,112,7,1996-02,Ulricehamn,29
29033,Västra Götalands län,112,7,1996-02,Vänersborg,25
29034,Västra Götalands län,112,7,1996-02,Ånimskog,1
29035,Västra Götalands län,111,7,1996-03,Alingsås D,0
29036,Västra Götalands län,111,7,1996-03,Bollebygd,0
29037,Västra Götalands län,111,7,1996-03,Borås,25
29038,Västra Götalands län,111,7,1996-03,Bäckefors,0
29039,Västra Götalands län,111,7,1996-03,Djursätra,0
29040,Västra Götalands län,111,7,1996-03,Falköping-Valtorp D,0
29041,Västra Götalands län,111,7,1996-03,Gendalen,4
29042,Västra Götalands län,111,7,1996-03,Grebbeshult,2
29043,Västra Götalands län,111,7,1996-03,Gräsås D,0
29044,Västra Götalands län,111,7,1996-03,Gullspång,0
29045,Västra Götalands län,111,7,1996-03,Heden,1
29046,Västra Götalands län,111,7,1996-03,Henån,0
29047,Västra Götalands län,111,7,1996-03,Hid D,0
29048,Västra Götalands län,111,7,1996-03,Hjo,0
29049,Västra Götalands län,111,7,1996-03,Häggårda,0
29050,Västra Götalands län,111,7,1996-03,Kilagården,3
29051,Västra Götalands län,111,7,1996-03,Kindsboda,0
29052,Västra Götalands län,111,7,1996-03,Kisa D,0
29053,Västra Götalands län,111,7,1996-03,Kållered D,1
29054,Västra Götalands län,111,7,1996-03,Nornäs D,0
29055,Västra Götalands län,111,7,1996-03,Remningstorp,27
29056,Västra Götalands län,111,7,1996-03,Skövde,7
29057,Västra Götalands län,111,7,1996-03,Såtenäs,0
29058,Västra Götalands län,111,7,1996-03,Traneberg,0
29059,Västra Götalands län,111,7,1996-03,Trökörna,0
29060,Västra Götalands län,111,7,1996-03,Ulricehamn,22
29061,Västra Götalands län,111,7,1996-03,Vänersborg,5
29062,Västra Götalands län,111,7,1998-03,Alingsås D,9
29063,Västra Götalands län,111,7,1998-03,Bengtsfors,0
29064,Västra Götalands län,111,7,1998-03,Bollebygd,12
29065,Västra Götalands län,111,7,1998-03,Borås,16
29066,Västra Götalands län,111,7,1998-03,Djursätra,11
29067,Västra Götalands län,111,7,1998-03,Gendalen,11
29068,Västra Götalands län,111,7,1998-03,Grebbeshult,0
29069,Västra Götalands län,111,7,1998-03,Gräsås D,0
29070,Västra Götalands län,111,7,1998-03,Gullspång,0
29071,Västra Götalands län,111,7,1998-03,Heden,9
29072,Västra Götalands län,111,7,1998-03,Henån,3
29073,Västra Götalands län,111,7,1998-03,Hid D,16
29074,Västra Götalands län,111,7,1998-03,Hjo,11
29075,Västra Götalands län,111,7,1998-03,Häggårda,1
29076,Västra Götalands län,111,7,1998-03,Kilagården,0
29077,Västra Götalands län,111,7,1998-03,Kindsboda,6
29078,Västra Götalands län,111,7,1998-03,Kållered D,3
29079,Västra Götalands län,111,7,1998-03,Lidköping,3
29080,Västra Götalands län,111,7,1998-03,Lysekil D,1
29081,Västra Götalands län,111,7,1998-03,Nornäs D,18
29082,Västra Götalands län,111,7,1998-03,Remningstorp,13
29083,Västra Götalands län,111,7,1998-03,Skövde,13
29084,Västra Götalands län,111,7,1998-03,Såtenäs,1
29085,Västra Götalands län,111,7,1998-03,Traneberg,9
29086,Västra Götalands län,111,7,1998-03,Trökörna,10
29087,Västra Götalands län,111,7,1998-03,Tåsan,1
29088,Västra Götalands län,111,7,1998-03,Ulricehamn,16
29089,Västra Götalands län,111,7,1998-03,Vänersborg,8
29090,Västra Götalands län,109,7,1998-12,Alingsås D,17
29091,Västra Götalands län,109,7,1998-12,Bengtsfors,1
29092,Västra Götalands län,109,7,1998-12,Bollebygd,6
29093,Västra Götalands län,109,7,1998-12,Borås,21
29094,Västra Götalands län,109,7,1998-12,Bäckefors,1
29095,Västra Götalands län,109,7,1998-12,Djursätra,16
29096,Västra Götalands län,109,7,1998-12,Gendalen,16
29097,Västra Götalands län,109,7,1998-12,Grebbeshult,1
29098,Västra Götalands län,109,7,1998-12,Gräsås D,1
29099,Västra Götalands län,109,7,1998-12,Gullspång,15
29100,Västra Götalands län,109,7,1998-12,Heden,14
29101,Västra Götalands län,109,7,1998-12,Henån,1
29102,Västra Götalands län,109,7,1998-12,Hid D,17
29103,Västra Götalands län,109,7,1998-12,Hjo,3
29104,Västra Götalands län,109,7,1998-12,Häggårda,1
29105,Västra Götalands län,109,7,1998-12,Kilagården,5
29106,Västra Götalands län,109,7,1998-12,Kindsboda,8
29107,Västra Götalands län,109,7,1998-12,Kisa D,1
29108,Västra Götalands län,109,7,1998-12,Kållered D,16
29109,Västra Götalands län,109,7,1998-12,Lidköping,1
29110,Västra Götalands län,109,7,1998-12,Lysekil D,2
29111,Västra Götalands län,109,7,1998-12,Mariestad,1
29112,Västra Götalands län,109,7,1998-12,Nornäs D,22
29113,Västra Götalands län,109,7,1998-12,Remningstorp,17
29114,Västra Götalands län,109,7,1998-12,Skövde,15
29115,Västra Götalands län,109,7,1998-12,Såtenäs,14
29116,Västra Götalands län,109,7,1998-12,Traneberg,16
29117,Västra Götalands län,109,7,1998-12,Trökörna,13
29118,Västra Götalands län,109,7,1998-12,Ulricehamn,22
29119,Västra Götalands län,109,7,1998-12,Vänersborg,16
29120,Västra Götalands län,109,7,1998-12,Ånimskog,2
29121,Örebro län,19,7,2001-03,Grythyttan,31
29122,Örebro län,19,7,2001-03,Hjortkvarn D,11
29123,Örebro län,19,7,2001-03,Kopparberg D,31
29124,Örebro län,19,7,2001-03,Ställdalen,31
29125,Örebro län,19,7,2001-03,Sörbytorp,13
29126,Örebro län,19,7,2001-03,Zinkgruvan,11
29127,Örebro län,19,7,2001-03,Åtorp,7
29128,Örebro län,19,7,2001-03,Örebro D,11
29129,Örebro län,20,7,2004-01,Grythyttan,31
29130,Örebro län,20,7,2004-01,Hjortkvarn D,30
29131,Örebro län,20,7,2004-01,Karlskoga,2
29132,Örebro län,20,7,2004-01,Kopparberg D,8
29133,Örebro län,20,7,2004-01,Norrby S,8
29134,Örebro län,20,7,2004-01,Ställdalen,31
29135,Örebro län,20,7,2004-01,Sörbytorp,27
29136,Örebro län,20,7,2004-01,Västvalla,2
29137,Örebro län,20,7,2004-01,Zinkgruvan,31
29138,Örebro län,20,7,2004-01,Åtorp,31
29139,Örebro län,20,7,2004-01,Örebro D,31
29140,Örebro län,19,7,2004-02,Grythyttan,25
29141,Örebro län,19,7,2004-02,Hjortkvarn D,27
29142,Örebro län,19,7,2004-02,Karlskoga,1
29143,Örebro län,19,7,2004-02,Kopparberg D,6
29144,Örebro län,19,7,2004-02,Norrby S,5
29145,Örebro län,19,7,2004-02,Ställdalen,29
29146,Örebro län,19,7,2004-02,Sörbytorp,24
29147,Örebro län,19,7,2004-02,Västvalla,2
29148,Örebro län,19,7,2004-02,Zinkgruvan,16
29149,Örebro län,19,7,2004-02,Åtorp,27
29150,Örebro län,19,7,2004-02,Örebro D,29
29151,Östergötlands län,29,7,2005-03,Bakarebo D,20
29152,Östergötlands län,29,7,2005-03,Börrum D,29
29153,Östergötlands län,29,7,2005-03,Finspång,1
29154,Östergötlands län,29,7,2005-03,Godegård D,27
29155,Östergötlands län,29,7,2005-03,Granhult,31
29156,Östergötlands län,29,7,2005-03,Hov,3
29157,Östergötlands län,29,7,2005-03,Malmslätt,16
29158,Östergötlands län,29,7,2005-03,Norra Vi D,8
29159,Östergötlands län,29,7,2005-03,Norrköping-SMHI,23
29160,Östergötlands län,29,7,2005-03,Prästkulla,22
29161,Östergötlands län,29,7,2005-03,Tjällmo D,24
29162,Östergötlands län,29,7,2005-03,Vadstena D,4
29163,Östergötlands län,29,7,2005-03,Åkroken D,27
29164,Östergötlands län,29,7,2005-03,Ödeshög D,7
29165,Östergötlands län,31,7,2005-12,Bakarebo D,10
29166,Östergötlands län,31,7,2005-12,Börrum D,12
29167,Östergötlands län,31,7,2005-12,Finspång,1
29168,Östergötlands län,31,7,2005-12,Godegård D,20
29169,Östergötlands län,31,7,2005-12,Granhult,31
29170,Östergötlands län,31,7,2005-12,Hov,2
29171,Östergötlands län,31,7,2005-12,Linköping,7
29172,Östergötlands län,31,7,2005-12,Malmslätt,2
29173,Östergötlands län,31,7,2005-12,Norra Vi D,9
29174,Östergötlands län,31,7,2005-12,Norrköping-SMHI,0
29175,Östergötlands län,31,7,2005-12,Prästkulla,14
29176,Östergötlands län,31,7,2005-12,Söderköping,10
29177,Östergötlands län,31,7,2005-12,Tjällmo D,20
29178,Östergötlands län,31,7,2005-12,Vadstena D,2
29179,Östergötlands län,31,7,2005-12,Åkroken D,26
29180,Östergötlands län,31,7,2005-12,Ödeshög D,5
29181,Östergötlands län,31,7,2005-12,Östra Husby D,10
29182,Östergötlands län,29,7,2006-02,Bakarebo D,28
29183,Östergötlands län,29,7,2006-02,Börrum D,28
29184,Östergötlands län,29,7,2006-02,Finspång,2
29185,Östergötlands län,29,7,2006-02,Godegård D,28
29186,Östergötlands län,29,7,2006-02,Granhult,28
29187,Östergötlands län,29,7,2006-02,Linköping,28
29188,Östergötlands län,29,7,2006-02,Malmslätt,13
29189,Östergötlands län,29,7,2006-02,Norra Vi D,14
29190,Östergötlands län,29,7,2006-02,Norrköping-SMHI,0
29191,Östergötlands län,29,7,2006-02,Prästkulla,27
29192,Östergötlands län,29,7,2006-02,Söderköping,28
29193,Östergötlands län,29,7,2006-02,Tjällmo D,28
29194,Östergötlands län,29,7,2006-02,Vadstena D,3
29195,Östergötlands län,29,7,2006-02,Åkroken D,28
29196,Östergötlands län,29,7,2006-02,Ödeshög D,23
29197,Östergötlands län,29,7,2006-02,Östra Husby D,28
29198,Östergötlands län,29,7,2007-02,Bakarebo D,9
29199,Östergötlands län,29,7,2007-02,Börrum D,22
29200,Östergötlands län,29,7,2007-02,Finspång,2
29201,Östergötlands län,29,7,2007-02,Godegård D,26
29202,Östergötlands län,29,7,2007-02,Granhult,28
29203,Östergötlands län,29,7,2007-02,Linköping,17
29204,Östergötlands län,29,7,2007-02,Malmslätt,8
29205,Östergötlands län,29,7,2007-02,Norra Vi D,24
29206,Östergötlands län,29,7,2007-02,Norrköping-SMHI,0
29207,Östergötlands län,29,7,2007-02,Prästkulla,28
29208,Östergötlands län,29,7,2007-02,Söderköping,23
29209,Östergötlands län,29,7,2007-02,Tjällmo D,26
29210,Östergötlands län,29,7,2007-02,Vadstena D,5
29211,Östergötlands län,29,7,2007-02,Åkroken D,28
29212,Östergötlands län,29,7,2007-02,Ödeshög D,20
29213,Östergötlands län,29,7,2007-02,Östra Husby D,16
